age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
47, Male, Married, Asian, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.176091259,176.9896505
39, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.778165727,118.8860804
38, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.797959644,121.2627457
48, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.544068044,94.07271475
44, Male, Married, Black, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.602059991,99.6894637
42, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,4.819543936,123.9085676
55, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.77815125,118.8843593
61, Male, Never Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, No,4.414973348,82.6796373
39, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.397940009,81.28325328
30, Male, Married, Black, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.653212514,104.9215065
49, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.602059991,99.6894637
33, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.913813852,136.1577108
31, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.397940009,81.28325328
35, Male, Never Married, Asian, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.226960594,68.50868966
55, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.397940009,81.28325328
36, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.740362689,114.4757133
37, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.770852012,118.0197533
33, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.602059991,99.6894637
48, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.77815125,118.8843593
47, Male, Married, Asian, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.77815125,118.8843593
60, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.812913357,123.0896998
28, Male, Never Married, White, College Grad, Middle Atlantic, Information, <=Good, Yes,4.698970004,109.8339856
28, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.633468456,102.8702469
48, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.096910013,163.515864
29, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,4.763427994,117.1468169
40, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.525044807,92.30006143
32, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.605305046,100.0134869
33, Male, Divorced, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.008600172,55.06972842
40, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.62324929,101.8243521
42, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,5,148.4131591
36, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.748188027,115.3750386
39, Male, Married, Black, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.301029996,73.77574327
44, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.590617833,267.9010869
43, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.86332286,129.4536446
44, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.568201724,96.37065283
29, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
49, Male, Married, Black, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.653212514,104.9215065
47, Male, Married, Black, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.875061263,130.9821774
46, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.249902444,190.5476786
41, Male, Divorced, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.770852012,118.0197533
52, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, No,4.380211242,79.85490031
43, Male, Divorced, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.283301229,72.4793163
38, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
42, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.310055738,74.4446382
56, Male, Married, Black, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.77815125,118.8843593
39, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.857332496,128.6804882
29, Male, Married, Black, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
33, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.590617833,267.9010869
33, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.653212514,104.9215065
41, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.531478917,92.89584479
44, Male, Never Married, Black, < HS Grad, Middle Atlantic, Information, <=Good, Yes,4.255272505,70.47601965
45, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.301029996,200.5432623
58, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.633468456,102.8702469
29, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.633468456,102.8702469
42, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.176091259,65.11085372
68, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
47, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,4.84509804,127.1157438
30, Male, Married, Black, College Grad, Middle Atlantic, Information, >=Very Good, No,4.544068044,94.07271475
39, Male, Married, White, < HS Grad, Middle Atlantic, Information, >=Very Good, No,4.217483944,67.86252341
42, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.832508913,125.5254984
49, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,5.10720997,165.2087738
36, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.397940009,81.28325328
44, Male, Married, Asian, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.72427587,112.6488963
54, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.342422681,76.89360252
42, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.318063335,75.04315402
39, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.857332496,128.6804882
30, Male, Married, Asian, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.079181246,59.09706408
33, Male, Never Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.155336037,63.7733912
28, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.431363764,84.04595765
38, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.542626278,93.93718158
30, Male, Married, Other, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.414973348,82.6796373
25, Male, Never Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.77815125,118.8843593
52, Male, Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.397940009,81.28325328
26, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.204119983,66.96164432
54, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.113943352,166.3249412
62, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, No,4.602059991,99.6894637
57, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,4.954242509,141.7751723
32, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.963787827,143.1349408
60, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,3.556302501,35.03342132
40, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
49, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.709659972,111.0144055
54, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.886490725,132.4878211
48, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
35, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.301029996,73.77574327
46, Male, Divorced, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.967725776,143.6997101
42, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.602059991,99.6894637
58, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.606885241,272.2947832
30, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.301029996,200.5432623
27, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.447189051,85.38658902
55, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
50, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.111732857,61.05242105
55, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.77815125,118.8843593
40, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.982271233,145.8051634
32, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, No,4.72427587,112.6488963
27, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.672097858,106.9218141
49, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.672097858,106.9218141
50, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, Yes,4.84509804,127.1157438
50, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.477121255,87.98103279
44, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.973127854,144.4780877
57, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,5.07773118,160.409702
72, Male, Married, Black, Advanced Degree, Middle Atlantic, Industrial, <=Good, No,4.477121255,87.98103279
23, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.176091259,65.11085372
31, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.176091259,176.9896505
36, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4,54.59815003
63, Male, Married, Black, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
48, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.403034684,81.69842172
46, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.740362689,114.4757133
55, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.960285223,142.6344728
44, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.079181246,160.6424754
44, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.544068044,94.07271475
32, Male, Married, Other, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4,54.59815003
60, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.301029996,73.77574327
42, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.079181246,160.6424754
48, Male, Married, Black, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
36, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.477135731,87.98230643
31, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.62324929,101.8243521
54, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.716003344,111.7208494
29, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.672097858,106.9218141
46, Male, Divorced, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.838849091,126.3238807
35, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.698970004,109.8339856
50, Male, Married, White, < HS Grad, Middle Atlantic, Information, <=Good, Yes,4.531478917,92.89584479
25, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4,54.59815003
33, Male, Never Married, White, Some College, Middle Atlantic, Information, <=Good, No,4.568201724,96.37065283
34, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.740362689,114.4757133
51, Male, Married, Black, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.544068044,94.07271475
33, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.556302501,95.23071257
59, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.934498451,139.0034081
62, Male, Separated, Black, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.397940009,81.28325328
28, Male, Separated, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.544068044,94.07271475
40, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.477121255,87.98103279
52, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.929418926,138.2991269
29, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.494154594,89.49247952
34, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.531478917,92.89584479
25, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4,54.59815003
66, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.544068044,94.07271475
43, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.230448921,68.74808773
45, Male, Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.531478917,92.89584479
35, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.740362689,114.4757133
43, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
49, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
60, Male, Never Married, Black, < HS Grad, Middle Atlantic, Information, <=Good, Yes,4.344392274,77.04520085
